Location,Price,No. of rooms,No. of bathrooms,Area,Neighborhood,Municipality,Type,Price per sq meter,Bathrooms per room,Price_Category
izvora 269,13000,3.0,2.0,102.0,Fraccionamiento El Oro,Tlajomulco de Zúñiga,House,127.45098039215686,0.6666666666666666,10k-20k
,13000,3.0,5.0,102.0,El Ojo de Agua,Tlajomulco de Zúñiga,House,127.45098039215686,1.6666666666666667,10k-20k
,18000,3.0,2.0,102.0,Fraccionamiento Valle de San Isidro,Zapopan,House,176.47058823529412,0.6666666666666666,10k-20k
Salvador Quevedo y Zubieta,14000,3.0,2.0,102.0,Las Bóvedas,Zapopan,House,137.2549019607843,0.6666666666666666,10k-20k
Av. Central Guillermo Gonzalez Camarena #500,24900,3.0,2.0,103.0,Arcos de Guadalupe,Zapopan,Department,241.74757281553397,0.6666666666666666,20k-30k
Av. Hidalgo 157,24900,2.0,2.0,103.0,Arcos de Guadalupe,Zapopan,Department,241.74757281553397,1.0,20k-30k
Avenida Paseo de la Toscana,28500,2.0,2.0,103.0,Valle Real,Zapopan,Department,276.6990291262136,1.0,20k-30k
Circuito de las Flores 2453,21000,3.0,2.0,103.0,Ciudad Granja,Zapopan,House,203.88349514563106,0.6666666666666666,20k-30k
PLAN DE SAN LUIS 2058,22000,2.0,2.0,103.0,La Estancia,Zapopan,Department,213.59223300970874,1.0,20k-30k
RAFAEL SANZIO 632,24500,2.0,1.0,103.0,Arcos de Guadalupe,Zapopan,Department,237.8640776699029,0.5,20k-30k
Rafael Sanzio 634,26900,2.0,1.0,103.0,Arcos de Guadalupe,Zapopan,Department,261.1650485436893,0.5,20k-30k
Av. Cristobal Colon 4853,18400,1.0,1.0,104.0,Santa Fe,Zapopan,Department,176.92307692307693,1.0,10k-20k
,26000,2.0,1.0,104.0,Americana,Guadalajara,Department,250.0,0.5,20k-30k
Triventi,12000,3.0,3.0,104.0,Element,Tlajomulco de Zúñiga,House,115.38461538461539,1.0,10k-20k
Alamillo 934,9000,2.0,2.0,105.0,La Venta del Astillero,Zapopan,House,85.71428571428571,1.0,0-10k
Severo diaz 136,22000,2.0,2.0,105.0,Juan Manuel Vallarta,Zapopan,Department,209.52380952380952,1.0,20k-30k
,7500,2.0,2.0,105.0,Circunvalación Oblatos,Guadalajara,House,71.42857142857143,1.0,0-10k
DR. ANGEL LEAÑO 1305,18000,3.0,3.0,105.0,Los Robles,Zapopan,House,171.42857142857142,1.0,10k-20k
,21000,2.0,2.0,105.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,200.0,1.0,20k-30k
PUERTO CALLAO 2457,12000,3.0,3.0,105.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,114.28571428571429,1.0,10k-20k
Av. Quintas del Bosque 220,16500,3.0,2.0,105.0,Bosques de San Isidro,Zapopan,House,157.14285714285714,0.6666666666666666,10k-20k
providencia ,26300,2.0,4.0,105.0,Lomas Altas,Zapopan,Department,250.47619047619048,2.0,20k-30k
AVENIDA SENDAS 1501,16000,2.0,2.0,105.0,Sendas Residencial,Zapopan,Department,152.38095238095238,1.0,10k-20k
gabriel castaños 2769,26500,2.0,2.0,105.0,Vallarta Universidad,Zapopan,Department,252.38095238095238,1.0,20k-30k
,9000,2.0,5.0,105.0,La Venta del Astillero,Zapopan,House,85.71428571428571,2.5,0-10k
Mar mediterráneo 1103,26000,2.0,2.0,105.0,Country Club,Guadalajara,Department,247.61904761904762,1.0,20k-30k
Blvrd. Bosques de Santa Anita,12000,3.0,3.0,105.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,114.28571428571429,1.0,10k-20k
,26500,3.0,5.0,105.0,Fraccionamiento Solares,Zapopan,House,252.38095238095238,1.6666666666666667,20k-30k
Av Reno Poniente 3725,12000,3.0,5.0,105.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,114.28571428571429,1.6666666666666667,10k-20k
PASEO SOLARES 934 215,13500,3.0,2.0,105.0,El Fortín,Zapopan,House,128.57142857142858,0.6666666666666666,10k-20k
,16500,3.0,2.0,105.0,Bosques de San Isidro,Zapopan,House,157.14285714285714,0.6666666666666666,10k-20k
Calle huicholes 307,18000,3.0,3.0,105.0,Los Robles,Zapopan,House,171.42857142857142,1.0,10k-20k
puerta las lomas lagos 87,20000,3.0,3.0,105.0,Altavista Residencial,Zapopan,House,190.47619047619048,1.0,10k-20k
Av Naciones Unidas 5546,26500,2.0,2.0,105.0,Vallarta Universidad,Zapopan,Department,252.38095238095238,1.0,20k-30k
,16000,3.0,2.0,105.0,San Agustín,Tlajomulco de Zúñiga,House,152.38095238095238,0.6666666666666666,10k-20k
LA ROMANA 175,14000,3.0,2.0,105.0,Fraccionamiento Residencial San Isidro,Zapopan,House,133.33333333333334,0.6666666666666666,10k-20k
Carretera a Nogales 3201,16000,3.0,2.0,105.0,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,House,152.38095238095238,0.6666666666666666,10k-20k
Av. Dr. Ángel Leaño 1305,18000,4.0,3.0,105.0,Fraccionamiento La Cima,Zapopan,House,171.42857142857142,0.75,10k-20k
Marina Vallarta número 370 ,22000,2.0,3.0,106.0,Mezquitan,Guadalajara,House,207.54716981132074,1.5,20k-30k
Talavera Poniente #3605,16000,2.0,2.0,106.0,Fraccionamiento Jardín Real,Zapopan,Department,150.9433962264151,1.0,10k-20k
Morelos  1071,22000,2.0,3.0,106.0,Mezquitan,Guadalajara,House,207.54716981132074,1.5,20k-30k
AV. GUADALAJARA S/N,27500,2.0,2.0,106.0,Jardines del Valle,Zapopan,Department,259.4339622641509,1.0,20k-30k
Avenida Montevideo 3550,28000,2.0,2.0,106.0,Americana,Guadalajara,Department,264.1509433962264,1.0,20k-30k
Prolongación Jesus ,27500,2.0,2.0,106.0,Jardines del Valle,Zapopan,Department,259.4339622641509,1.0,20k-30k
Av Vallarta 2468,28000,2.0,2.0,106.0,Arcos Vallarta,Guadalajara,Department,264.1509433962264,1.0,20k-30k
Isla antigua #3485,14000,3.0,2.0,107.0,San Agustín,Tlajomulco de Zúñiga,House,130.84112149532712,0.6666666666666666,10k-20k
Av. Acueducto 6075,45000,3.0,2.0,107.0,Puerta de Hierro,Zapopan,Department,420.5607476635514,0.6666666666666666,40k-50k
AV. NOVELISTAS 5646,10500,3.0,2.0,107.0,Adamar,Tlajomulco de Zúñiga,House,98.13084112149532,0.6666666666666666,10k-20k
Paseo de las Montañas 351,14000,3.0,2.0,107.0,San Agustín,Tlajomulco de Zúñiga,House,130.84112149532712,0.6666666666666666,10k-20k
garibaldi,25000,3.0,3.0,107.0,Conjunto habitacional Patria,Zapopan,House,233.6448598130841,1.0,20k-30k
Valerio Trujano 240,23500,2.0,2.0,107.0,Fraccionamiento Puerta del Valle,Zapopan,Department,219.62616822429908,1.0,20k-30k
,23500,1.0,2.0,107.0,Fraccionamiento Puerta del Valle,Zapopan,Department,219.62616822429908,2.0,20k-30k
cauda 999,10500,3.0,2.0,107.0,Adamar,Tlajomulco de Zúñiga,House,98.13084112149532,0.6666666666666666,10k-20k
,17000,3.0,2.0,107.0,Fraccionamiento Jardines de Guadalupe,Zapopan,House,158.8785046728972,0.6666666666666666,10k-20k
Bosques de la Cascada 36,17000,3.0,2.0,107.0,Fraccionamiento Jardines de Guadalupe,Zapopan,House,158.8785046728972,0.6666666666666666,10k-20k
VIA LACTEA 4123,15200,3.0,2.0,108.0,Jardines de Santa Anita,Tlajomulco de Zúñiga,House,140.74074074074073,0.6666666666666666,10k-20k
calle la cauda 720,24000,2.0,2.0,108.0,Jardines del Bosque,Guadalajara,Department,222.22222222222223,1.0,20k-30k
Pedro Moreno 1140,23000,2.0,2.0,108.0,Ayuntamiento,Guadalajara,Department,212.96296296296296,1.0,20k-30k
Prolongación Jesus  3870,26500,3.0,2.0,108.0,Fraccionamiento Rinconada Del Parque,Zapopan,Department,245.37037037037038,0.6666666666666666,20k-30k
"Av. Acueducto 6075, Puerta de Hierro",23000,2.0,2.0,108.0,Ayuntamiento,Guadalajara,Department,212.96296296296296,1.0,20k-30k
country ,12000,3.0,2.0,108.0,Santa Ana Tepetitlán,Zapopan,House,111.11111111111111,0.6666666666666666,10k-20k
Av Universidad 1011,14500,2.0,1.0,108.0,El Bajío,Zapopan,Department,134.25925925925927,0.5,10k-20k
"Coto Livorno, Av. Paseo del Bosque 3428, Natura Bosque, Residencial ",12000,3.0,2.0,108.0,Santa Ana Tepetitlán,Zapopan,House,111.11111111111111,0.6666666666666666,10k-20k
PASEO DEL ORIGEN 500,13200,3.0,2.0,108.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,122.22222222222223,0.6666666666666666,10k-20k
Naciones Unidas 7879,26500,3.0,2.0,108.0,Fraccionamiento Rinconada Del Parque,Zapopan,Department,245.37037037037038,0.6666666666666666,20k-30k
manuel m. dieguez 900,23000,2.0,2.0,108.0,Ayuntamiento,Guadalajara,Department,212.96296296296296,1.0,20k-30k
Boulevard Senderos de Monte Verde ,14900,2.0,2.0,109.0,Altavista Residencial,Zapopan,House,136.69724770642202,1.0,10k-20k
AV ACUEDUCTO 2380,38000,2.0,2.0,109.0,Jardines Universidad,Zapopan,Department,348.6238532110092,1.0,30k-40k
Av. Niños Héroes 2571,23000,2.0,2.0,109.0,Fraccionamiento Jardines Del Bosque,Guadalajara,Department,211.0091743119266,1.0,20k-30k
,6500,3.0,1.0,109.0,Fraccionamiento Albaterra,Zapopan,House,59.63302752293578,0.3333333333333333,0-10k
Av. Naciones Unidas 5546,25000,2.0,1.0,110.0,Jacarandas,Zapopan,Department,227.27272727272728,0.5,20k-30k
SAN VICENTE 1121,23500,2.0,2.0,110.0,Fraccionamiento Puerta del Valle,Zapopan,Department,213.63636363636363,1.0,20k-30k
CALLE JUSTO SIERRA 2917,15000,4.0,6.0,110.0,Altavista Residencial,Zapopan,House,136.36363636363637,1.5,10k-20k
Av paseo altanza 2132,21000,3.0,2.0,110.0,San Juan de Ocotan,Zapopan,House,190.9090909090909,0.6666666666666666,20k-30k
josefa ortiz de cominguez,13500,3.0,2.0,110.0,Guadalajara Centro,Guadalajara,Department,122.72727272727273,0.6666666666666666,10k-20k
calle 8 numero 2256,20000,2.0,2.0,110.0,La Rioja,Tlajomulco de Zúñiga,Department,181.8181818181818,1.0,10k-20k
Av Naciones Unidas 7879 ,36000,2.0,2.0,110.0,Jardines Universidad,Zapopan,Department,327.27272727272725,1.0,30k-40k
"ANILLO PERIFERICO NORTE MANUEL GOMEZ MORIN 800, PUERTA DEL VALLE ZAPOPAN JAL.",38000,2.0,2.0,110.0,Jardines Universidad,Zapopan,Department,345.45454545454544,1.0,30k-40k
Paseo de la Estrella 677,22000,2.0,2.0,110.0,Fraccionamiento Solares,Zapopan,Department,200.0,1.0,20k-30k
Avenida Montevideo,27000,2.0,2.0,110.0,Americana,Guadalajara,Department,245.45454545454547,1.0,20k-30k
Francisco Martin del Campo 511,27000,2.0,3.0,110.0,Fraccionamiento Chapultepec Country,Guadalajara,Department,245.45454545454547,1.5,20k-30k
Av. Paseo Cima Real 461,36000,2.0,3.0,110.0,Jardines Universidad,Zapopan,Department,327.27272727272725,1.5,30k-40k
Av. Paseo Valle Real 1222,36000,2.0,2.0,110.0,Jardines Universidad,Zapopan,Department,327.27272727272725,1.0,30k-40k
Av. Juan palomar y arias,30500,2.0,2.0,110.0,Providencia,Guadalajara,Department,277.27272727272725,1.0,30k-40k
Av Adolfo López Mateos Nte 1072A,20000,2.0,1.0,110.0,Valle Real,Zapopan,Department,181.8181818181818,0.5,10k-20k
C ottawa,30500,2.0,2.0,110.0,Providencia,Guadalajara,Department,277.27272727272725,1.0,30k-40k
PERLA 3600,8500,3.0,4.0,110.0,Fraccionamiento Campo Real,Zapopan,House,77.27272727272727,1.3333333333333333,0-10k
,22000,3.0,2.0,110.0,Fraccionamiento Jardines Alcalde,Guadalajara,Department,200.0,0.6666666666666666,20k-30k
Sendero de los Encinos ,24000,2.0,2.0,110.0,Jardines del Bosque,Guadalajara,Department,218.1818181818182,1.0,20k-30k
Avenida naciones Unidas ,22000,3.0,2.0,110.0,Fraccionamiento Jardines Alcalde,Guadalajara,Department,200.0,0.6666666666666666,20k-30k
C. Plan de Guadalupe,30500,2.0,2.0,110.0,Providencia,Guadalajara,Department,277.27272727272725,1.0,30k-40k
Avenida Juan Palomar y Arias 765,38000,2.0,2.0,110.0,Jardines Universidad,Zapopan,Department,345.45454545454544,1.0,30k-40k
Av México  5000,22500,1.0,2.0,110.0,Juan Manuel Vallarta,Zapopan,Department,204.54545454545453,2.0,20k-30k
Mar Egeo 1447,18000,2.0,1.0,110.0,Country Club,Guadalajara,House,163.63636363636363,0.5,10k-20k
Atlitlalaquian 1804,32000,2.0,2.0,110.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,290.90909090909093,1.0,30k-40k
,30950,2.0,2.0,110.0,Country Club,Guadalajara,Department,281.3636363636364,1.0,30k-40k
Calz. Circunvalación Pte 781,20000,2.0,2.0,110.0,Valle Real,Zapopan,Department,181.8181818181818,1.0,10k-20k
Av. México 5000,19900,1.0,1.0,111.0,Juan Manuel Vallarta,Zapopan,Department,179.27927927927928,1.0,10k-20k
Avenida Valle de Atemajac  2900 Paseo de la Reina 79,12200,3.0,2.0,111.0,El TriAngulo,Zapopan,House,109.90990990990991,0.6666666666666666,10k-20k
,19900,1.0,1.0,111.0,Juan Manuel Vallarta,Zapopan,Department,179.27927927927928,1.0,10k-20k
Av Valle de San Isidro 184,15500,3.0,3.0,111.0,Villas de Zapopan,Zapopan,House,139.63963963963963,1.0,10k-20k
"Av. Acueducto, Colinas de San Javier",39000,3.0,3.0,112.0,Colinas de San Javier,Zapopan,Department,348.2142857142857,1.0,30k-40k
SIERRA MOJADA 2193,16142,3.0,2.0,112.0,Altavista Residencial,Zapopan,House,144.125,0.6666666666666666,10k-20k
manuel m. dieguez 900,29000,2.0,2.0,112.0,Jardines del Bosque Norte,Guadalajara,Department,258.92857142857144,1.0,20k-30k
CALLE Valparaíso 2367 ,27500,2.0,2.0,112.0,Jardines del Bosque,Guadalajara,Department,245.53571428571428,1.0,20k-30k
TOMAS BALCAZAR 5601A,18000,3.0,3.0,112.0,Paseos del Sol,Zapopan,House,160.71428571428572,1.0,10k-20k
,29000,2.0,2.0,112.0,Jardines del Bosque Norte,Guadalajara,Department,258.92857142857144,1.0,20k-30k
Departamento EN Renta Colomos Providencia 206 Guadalajara Jalisco,35900,2.0,2.0,113.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,317.6991150442478,1.0,30k-40k
C. Ottawa 1560,42000,2.0,2.0,113.0,Providencia,Guadalajara,Department,371.6814159292035,1.0,40k-50k
Diagonal Manuel Cambre 2235,27000,2.0,2.0,113.0,Puerta de Hierro,Zapopan,Department,238.93805309734512,1.0,20k-30k
,30000,1.0,2.0,113.0,Puerta de Hierro,Zapopan,Department,265.4867256637168,2.0,20k-30k
GONZAGA #4386,32000,2.0,2.0,113.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,283.1858407079646,1.0,30k-40k
,7500,3.0,2.0,113.0,Belcanto,Tlajomulco de Zúñiga,House,66.3716814159292,0.6666666666666666,0-10k
Cubilete 1816,30000,1.0,1.0,113.0,Puerta de Hierro,Zapopan,Department,265.4867256637168,1.0,20k-30k
,42000,3.0,1.0,113.0,Providencia,Guadalajara,Department,371.6814159292035,0.3333333333333333,40k-50k
Libra 481 Lomas Altas ,30000,1.0,1.0,113.0,Puerta de Hierro,Zapopan,Department,265.4867256637168,1.0,20k-30k
,29500,2.0,1.0,114.0,Valle Real,Zapopan,Department,258.7719298245614,0.5,20k-30k
,23000,3.0,2.0,114.0,Prados de Providencia,Guadalajara,Department,201.75438596491227,0.6666666666666666,20k-30k
5 de Mayo 455,27500,3.0,2.0,114.0,Jardines de La Patria,Zapopan,Department,241.2280701754386,0.6666666666666666,20k-30k
Calz. Lázaro Cárdenas 3490,29000,2.0,2.0,114.0,Chapalita,Guadalajara,Department,254.3859649122807,1.0,20k-30k
,35000,3.0,5.0,114.0,Fraccionamiento Bugambilias,Zapopan,House,307.0175438596491,1.6666666666666667,30k-40k
Calle Miguel de Cervantes Saavedra 382A,26000,2.0,2.0,114.0,Fraccionamiento Jardines del Country,Guadalajara,Department,228.0701754385965,1.0,20k-30k
AV PATRIA 1891,45000,2.0,2.0,114.0,Puerta de Hierro,Zapopan,Department,394.7368421052632,1.0,40k-50k
,23000,3.0,2.0,114.0,Prados de Providencia,Guadalajara,Department,201.75438596491227,0.6666666666666666,20k-30k
,25000,3.0,2.0,114.0,San Agustín,Tlajomulco de Zúñiga,House,219.2982456140351,0.6666666666666666,20k-30k
Pléyades  3840 9,15500,2.0,2.0,114.0,La Calma,Zapopan,Department,135.96491228070175,1.0,10k-20k
Calzada Lázaro Cárdenas 3333,30000,2.0,1.0,115.0,Puerta de Hierro,Zapopan,Department,260.8695652173913,0.5,20k-30k
,14000,3.0,3.0,115.0,Jardines El Sauz,Guadalajara,House,121.73913043478261,1.0,10k-20k
Alarcón 229,35000,2.0,2.0,115.0,Fraccionamiento Vallarta San Jorge,Guadalajara,Department,304.3478260869565,1.0,30k-40k
Av Paseo de el Anochecer ,11000,3.0,3.0,115.0,Nuevo México,Zapopan,House,95.65217391304348,1.0,10k-20k
,20000,4.0,4.0,115.0,Fraccionamiento Valle Imperial,Zapopan,House,173.91304347826087,1.0,10k-20k
"Castilla de la Mancha #70, condominio Escorial, Real de Valdepeñas, Zapopan",17000,3.0,2.0,115.0,Fraccionamiento Real de Valdepeñas,Zapopan,House,147.82608695652175,0.6666666666666666,10k-20k
,29000,2.0,2.0,115.0,Providencia,Guadalajara,Department,252.17391304347825,1.0,20k-30k
Enrique Limón Diaz 404 208,18500,4.0,3.0,115.0,Fraccionamiento Valle Imperial,Zapopan,House,160.8695652173913,0.75,10k-20k
COTO YUCATAN 19,12500,3.0,2.0,115.0,Fraccionamiento Bonanza Residencial,Tlajomulco de Zúñiga,House,108.69565217391305,0.6666666666666666,10k-20k
Avenida Patria 1891,31000,2.0,2.0,115.0,Puerta de Hierro,Zapopan,Department,269.5652173913044,1.0,30k-40k
,29000,2.0,1.0,115.0,Providencia,Guadalajara,Department,252.17391304347825,0.5,20k-30k
,17000,3.0,2.0,115.0,Fraccionamiento Valle Imperial,Zapopan,House,147.82608695652175,0.6666666666666666,10k-20k
Avenida Obelisco 10,30000,1.0,1.0,115.0,Puerta de Hierro,Zapopan,Department,260.8695652173913,1.0,20k-30k
,15000,3.0,2.0,115.0,Fraccionamiento Valle Imperial,Zapopan,House,130.43478260869566,0.6666666666666666,10k-20k
San Javier,16500,3.0,2.0,115.0,San Agustín,Tlajomulco de Zúñiga,House,143.47826086956522,0.6666666666666666,10k-20k
ALMERIA  309,18500,3.0,3.0,115.0,Fraccionamiento Valle Imperial,Zapopan,House,160.8695652173913,1.0,10k-20k
PASEO ALTANZA 2132,12500,3.0,2.0,115.0,Fraccionamiento Bonanza Residencial,Tlajomulco de Zúñiga,House,108.69565217391305,0.6666666666666666,10k-20k
Iztaccihuatl 2119,15000,3.0,2.0,115.0,Adamar,Tlajomulco de Zúñiga,House,130.43478260869566,0.6666666666666666,10k-20k
Juan Ruiz de Alarcón 229,31000,2.0,2.0,115.0,Puerta de Hierro,Zapopan,Department,269.5652173913044,1.0,30k-40k
Rafael Delgado 662,30000,1.0,1.0,115.0,Puerta de Hierro,Zapopan,Department,260.8695652173913,1.0,20k-30k
anillo Periferico pte 1066,45000,3.0,2.0,115.0,Puerta de Hierro,Zapopan,Department,391.30434782608694,0.6666666666666666,40k-50k
HYATT,35000,3.0,2.0,115.0,Country Club,Guadalajara,Department,304.3478260869565,0.6666666666666666,30k-40k
Avenida Acueducto 2380,31000,2.0,2.0,116.0,Altamira,Zapopan,Department,267.2413793103448,1.0,30k-40k
AV INGLATERRA 5100,21100,2.0,1.0,116.0,Jardines de La Patria,Zapopan,Department,181.89655172413794,0.5,20k-30k
"Av Paseo de la Arboleda 731 Jardines del Bosque,",15000,2.0,2.0,116.0,San Carlos,Guadalajara,Department,129.31034482758622,1.0,10k-20k
MONTEVIDEO 3044,22000,3.0,2.0,116.0,Providencia,Guadalajara,Department,189.6551724137931,0.6666666666666666,20k-30k
JOSE MARIA MORELOS 2080 401,31000,2.0,2.0,116.0,Altamira,Zapopan,Department,267.2413793103448,1.0,30k-40k
Francisco I. Madero 6259,31000,2.0,2.0,116.0,Altamira,Zapopan,Department,267.2413793103448,1.0,30k-40k
Hector Berliotz 5026,21100,2.0,2.0,116.0,Jardines de La Patria,Zapopan,Department,181.89655172413794,1.0,20k-30k
av montevideo 3078,25500,2.0,2.0,116.0,Fraccionamiento Lomas Del Country,Guadalajara,Department,219.82758620689654,1.0,20k-30k
,25000,2.0,3.0,117.0,Fraccionamiento Chapultepec Country,Guadalajara,Department,213.67521367521368,1.5,20k-30k
Triventi,13900,3.0,3.0,117.0,Altavista Residencial,Zapopan,House,118.80341880341881,1.0,10k-20k
Av. Ignacio L Vallarta 300,26000,2.0,2.0,117.0,Vallarta Poniente,Guadalajara,Department,222.22222222222223,1.0,20k-30k
Pico de Orizaba 124,17500,2.0,2.0,117.0,Fraccionamiento Valle Imperial,Zapopan,House,149.57264957264957,1.0,10k-20k
Manuel cambre 2235,24000,2.0,2.0,117.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,205.12820512820514,1.0,20k-30k
MANUEL M DIEGUEZ 900,29000,2.0,2.0,117.0,Lomas Altas,Zapopan,Department,247.86324786324786,1.0,20k-30k
Av. Tepeya 6161 Cedro 124,7900,2.0,2.0,118.0,Belcanto,Tlajomulco de Zúñiga,House,66.94915254237289,1.0,0-10k
Av. Acueducto 5500,27820,1.0,4.0,118.0,Prados de Providencia,Guadalajara,Department,235.76271186440678,4.0,20k-30k
Vista Lomas,48000,3.0,2.0,118.0,Lomas Altas,Zapopan,Department,406.77966101694915,0.6666666666666666,40k-50k
José María Vigil,27820,1.0,1.0,118.0,Prados de Providencia,Guadalajara,Department,235.76271186440678,1.0,20k-30k
Av. Juan palomar y arias,25000,3.0,3.0,119.0,Arcos de Guadalupe,Zapopan,Department,210.08403361344537,1.0,20k-30k
,17000,3.0,2.0,119.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,142.85714285714286,0.6666666666666666,10k-20k
Avenida Americas 872,25000,2.0,2.0,119.0,Chapalita,Guadalajara,Department,210.08403361344537,1.0,20k-30k
"Av Montevideo 3550, Lomas del Valle, 44660 Zapopan, Jal.",38000,3.0,3.0,119.0,Lomas del Valle,Zapopan,Department,319.327731092437,1.0,30k-40k
Morelos  1071,21000,3.0,2.0,119.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,176.47058823529412,0.6666666666666666,20k-30k
CALLE CAMINO A LA MISIONES  2268 5,25000,4.0,7.0,119.0,Ciudad Granja,Zapopan,House,210.08403361344537,1.75,20k-30k
,21000,3.0,3.0,119.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,176.47058823529412,1.0,20k-30k
AV JESUS 3870,18500,2.0,3.0,119.0,Jardines del Valle,Zapopan,Department,155.46218487394958,1.5,10k-20k
Coto Cadiz 0,21000,3.0,2.0,119.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,176.47058823529412,0.6666666666666666,20k-30k
,12000,4.0,3.0,119.0,Jardines Del Sur,Guadalajara,House,100.84033613445378,0.75,10k-20k
Zapopan,25000,3.0,3.0,119.0,Arcos de Guadalupe,Zapopan,Department,210.08403361344537,1.0,20k-30k
,5800,3.0,2.0,120.0,Hacienda Del Real,Tonalá,House,48.333333333333336,0.6666666666666666,0-10k
Quintana roo 406,24000,2.0,2.0,120.0,Ladrón de Guevara,Guadalajara,Department,200.0,1.0,20k-30k
Privada Atotonilco 627,17300,3.0,2.0,120.0,Country Club,Guadalajara,Department,144.16666666666666,0.6666666666666666,10k-20k
Privada Atotonilco 627,18500,3.0,2.0,120.0,Nuevo México,Zapopan,Department,154.16666666666666,0.6666666666666666,10k-20k
Jardines de Guadalupe,15000,2.0,3.0,120.0,Vallarta Universidad,Zapopan,Department,125.0,1.5,10k-20k
Av. México 2582,38000,2.0,2.0,120.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,316.6666666666667,1.0,30k-40k
AVENIDA DEL BAJÍO 1700,60000,2.0,5.0,120.0,Bosques de La Victoria,Guadalajara,Department,500.0,2.5,50k-70k
Av. Rafael Sanzio 632,28500,2.0,2.0,120.0,Fraccionamiento Camino Real,Zapopan,Department,237.5,1.0,20k-30k
Avenida Patria 814 703,18000,2.0,2.0,120.0,Lomas Altas,Zapopan,Department,150.0,1.0,10k-20k
Morelos 2080,34500,3.0,2.0,120.0,Valle Real,Zapopan,Department,287.5,0.6666666666666666,30k-40k
Av. Acueducto 2380,20900,1.0,1.0,120.0,Valle Real,Zapopan,Department,174.16666666666666,1.0,20k-30k
PUNTO SUR ,14500,3.0,2.0,120.0,Girasoles Elite,Zapopan,House,120.83333333333333,0.6666666666666666,10k-20k
JUAN PALOMAR Y ARIAS 1180,12300,3.0,2.0,120.0,Zapopan,Other,House,102.5,0.6666666666666666,10k-20k
,8900,3.0,2.0,120.0,San Agustín,Tlajomulco de Zúñiga,House,74.16666666666667,0.6666666666666666,0-10k
,13500,3.0,2.0,120.0,Hogares de Nuevo México,Zapopan,House,112.5,0.6666666666666666,10k-20k
Colomos Providencia,34000,2.0,2.0,120.0,Valle Real,Zapopan,Department,283.3333333333333,1.0,30k-40k
,14000,3.0,2.0,120.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,116.66666666666667,0.6666666666666666,10k-20k
,3700,4.0,3.0,120.0,Nuevo México,Zapopan,House,30.833333333333332,0.75,0-10k
tiziano,22100,3.0,2.0,120.0,Arcos de Guadalupe,Zapopan,House,184.16666666666666,0.6666666666666666,20k-30k
Tenochtitlán 4504,17000,3.0,2.0,120.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,141.66666666666666,0.6666666666666666,10k-20k
Av. Naciones Unidas 7879,24500,2.0,2.0,120.0,Fraccionamiento Jardines del Bosque Centro,Guadalajara,Department,204.16666666666666,1.0,20k-30k
SENDERO DE LAS LADERAS 111,21000,3.0,2.0,120.0,Observatorio,Guadalajara,House,175.0,0.6666666666666666,20k-30k
Avenida Periférico Poniente Manuel Gómez Morin 800,33000,3.0,3.0,120.0,Fraccionamiento Puerta del Valle,Zapopan,Department,275.0,1.0,30k-40k
San Juan de la Cruz,24000,2.0,2.0,120.0,Ladrón de Guevara,Guadalajara,Department,200.0,1.0,20k-30k
imperio bizantino ,13500,3.0,2.0,120.0,Fraccionamiento Senderos de Monte Verde,Tlajomulco de Zúñiga,House,112.5,0.6666666666666666,10k-20k
,26000,2.0,1.0,120.0,Fraccionamiento Puerta del Valle,Zapopan,Department,216.66666666666666,0.5,20k-30k
De los Reyes 1425,13500,3.0,2.0,120.0,San Agustín,Tlajomulco de Zúñiga,House,112.5,0.6666666666666666,10k-20k
Av. Paseo Lomas Altas ,40000,3.0,2.0,120.0,Lomas Altas,Zapopan,Department,333.3333333333333,0.6666666666666666,30k-40k
SAN CARLOS 3138 ,14500,3.0,2.0,120.0,San Isidro,Zapopan,House,120.83333333333333,0.6666666666666666,10k-20k
Coto 5 14 A,21000,3.0,2.0,120.0,Girasoles Acueducto,Zapopan,House,175.0,0.6666666666666666,20k-30k
BOULEVARD DEL RODEO 222,18000,2.0,2.0,120.0,Fraccionamiento Jardines de Guadalupe,Zapopan,Department,150.0,1.0,10k-20k
Av. Punto Sur,13500,3.0,2.0,120.0,Alta California Residencial,Tlajomulco de Zúñiga,House,112.5,0.6666666666666666,10k-20k
