Location,Price,No. of rooms,No. of bathrooms,Area,Neighborhood,Municipality,Type,Price per sq meter,Bathrooms per room,Price_Category
,29500,3.0,3.0,144.0,Fraccionamiento Solares,Zapopan,House,204.86111111111111,1.0,20k-30k
leon tolstoi 5347,33000,2.0,2.0,145.0,Colomos Patria,Zapopan,Department,227.58620689655172,1.0,30k-40k
Vista Lomas,40000,3.0,2.0,145.0,Lomas Altas,Zapopan,Department,275.86206896551727,0.6666666666666666,30k-40k
,26000,2.0,2.0,145.0,Lomas Altas,Zapopan,Department,179.31034482758622,1.0,20k-30k
,36000,3.0,3.0,145.0,Valle Real,Zapopan,Department,248.27586206896552,1.0,30k-40k
Av. Ignacio L Vallarta  5145,26000,2.0,2.0,145.0,Lomas Altas,Zapopan,Department,179.31034482758622,1.0,20k-30k
Av. Paseo del Anochecer,26700,3.0,3.0,145.0,Fraccionamiento Solares,Zapopan,House,184.13793103448276,1.0,20k-30k
Calle María Reyes 4844,36000,3.0,3.0,145.0,Valle Real,Zapopan,Department,248.27586206896552,1.0,30k-40k
"Av. Paseo Cima Real 461, Valle Real, 45019 Zapopan, Jal.",36000,3.0,3.0,145.0,Valle Real,Zapopan,Department,248.27586206896552,1.0,30k-40k
gabriel castaños 2769,33000,2.0,2.0,145.0,Colomos Patria,Zapopan,Department,227.58620689655172,1.0,30k-40k
Torre Livet Otawa,32500,2.0,2.0,146.0,Providencia,Guadalajara,Department,222.6027397260274,1.0,30k-40k
lopez mateos sur 1450,25000,3.0,2.0,146.0,El Palomar,Tlajomulco de Zúñiga,House,171.23287671232876,0.6666666666666666,20k-30k
Tlahuac 3856,20500,3.0,3.0,147.0,Tepeyac,Zapopan,House,139.45578231292518,1.0,20k-30k
Paseo San Arturo ,29000,4.0,3.0,147.0,Fraccionamiento Solares,Zapopan,House,197.27891156462584,0.75,20k-30k
,29000,3.0,7.0,147.0,Fraccionamiento Solares,Zapopan,House,197.27891156462584,2.3333333333333335,20k-30k
Camino al arenero,20500,3.0,2.0,147.0,Tepeyac,Zapopan,House,139.45578231292518,0.6666666666666666,20k-30k
"P.º Solares, Solares Residencial, 45019 Zapopan, Jal.",35000,4.0,4.0,147.0,Fraccionamiento Solares,Zapopan,Department,238.0952380952381,1.0,30k-40k
"P.º Solares, Solares Residencial, 45019 Zapopan, Jal.",16150,4.0,4.0,147.0,Country Club,Guadalajara,Department,109.8639455782313,1.0,10k-20k
"P.º Solares, Solares Residencial, 45019 Zapopan, Jal.",35000,4.0,4.0,147.0,Fraccionamiento Solares,Zapopan,House,238.0952380952381,1.0,30k-40k
,16500,4.0,2.0,148.0,Fraccionamiento Senderos de Monte Verde,Tlajomulco de Zúñiga,House,111.48648648648648,0.5,10k-20k
,16300,3.0,2.0,148.0,Jardines Del Sur,Guadalajara,House,110.13513513513513,0.6666666666666666,10k-20k
Av. San Luis Gonzaga 4956,28000,2.0,2.0,148.0,Valle Real,Zapopan,Department,189.1891891891892,1.0,20k-30k
JUAN PALOMAR Y ARIAS 765,26500,2.0,2.0,148.0,Fraccionamiento Lomas de Providencia,Guadalajara,Department,179.05405405405406,1.0,20k-30k
ADAMAR   NUMERO    548   COTO   ALAMEDA  INTERIOR  151 .,16300,3.0,2.0,148.0,Jardines Del Sur,Guadalajara,House,110.13513513513513,0.6666666666666666,10k-20k
Depa en Renta Providencia en Jose Maria Vigil,26500,2.0,2.0,148.0,Fraccionamiento Lomas de Providencia,Guadalajara,Department,179.05405405405406,1.0,20k-30k
Alada,36000,2.0,1.0,148.0,Valle Real,Zapopan,Department,243.24324324324326,0.5,30k-40k
PASEO SAN ARTURO 1020,16300,3.0,2.0,148.0,Jardines Del Sur,Guadalajara,House,110.13513513513513,0.6666666666666666,10k-20k
PUNTO SUR ,16300,3.0,2.0,148.0,Jardines Del Sur,Guadalajara,House,110.13513513513513,0.6666666666666666,10k-20k
"P.º Solares 2175, Solares Residencial,  Zapopan, Jal.",35000,4.0,4.0,148.0,Fraccionamiento Solares,Zapopan,House,236.48648648648648,1.0,30k-40k
Coto Acanthia,28500,3.0,4.0,149.0,Fraccionamiento Solares,Zapopan,House,191.2751677852349,1.3333333333333333,20k-30k
Paseo del amanecer  405,30000,4.0,3.0,150.0,Los Gavilanes Poniente,Tlajomulco de Zúñiga,House,200.0,0.75,20k-30k
,19000,3.0,2.0,150.0,Fraccionamiento Pinar de La Venta,Zapopan,House,126.66666666666667,0.6666666666666666,10k-20k
"Calle Borneo 1982, Col. Jardines de La Cruz",25000,3.0,2.0,150.0,Fraccionamiento Residencial Victoria,Guadalajara,House,166.66666666666666,0.6666666666666666,20k-30k
,20000,2.0,2.0,150.0,Jardines de los Arcos,Guadalajara,Department,133.33333333333334,1.0,10k-20k
av terranostra 300,25000,3.0,3.0,150.0,Fraccionamiento Residencial Victoria,Guadalajara,House,166.66666666666666,1.0,20k-30k
NICOLÁS ROMERO 1369,14000,3.0,2.0,150.0,Fraccionamiento Villa California,Tlajomulco de Zúñiga,House,93.33333333333333,0.6666666666666666,10k-20k
"Av Paseo de la Arboleda 731 Jardines del Bosque,",40000,3.0,2.0,150.0,Providencia,Guadalajara,Department,266.6666666666667,0.6666666666666666,30k-40k
BLVD ALTA CALIFORNIA 12 09,28000,3.0,3.0,150.0,Fraccionamiento Solares,Zapopan,House,186.66666666666666,1.0,20k-30k
Av. México 5000,36000,2.0,2.0,150.0,Valle Real,Zapopan,Department,240.0,1.0,30k-40k
Del sol 6984,17500,3.0,4.0,150.0,Casa Fuerte,Tlajomulco de Zúñiga,House,116.66666666666667,1.3333333333333333,10k-20k
,26000,4.0,2.0,150.0,Santillana,Zapopan,House,173.33333333333334,0.5,20k-30k
Colomos Providencia,24500,4.0,3.0,150.0,San Agustín,Tlajomulco de Zúñiga,House,163.33333333333334,0.75,20k-30k
,26000,4.0,3.0,150.0,Santillana,Zapopan,House,173.33333333333334,0.75,20k-30k
Paso Valle Real 4000,36000,2.0,1.0,150.0,Valle Real,Zapopan,Department,240.0,0.5,30k-40k
Paseo Valle Real,23500,2.0,2.0,150.0,Valle Real,Zapopan,Department,156.66666666666666,1.0,20k-30k
Av Paseo de la Luna ,17500,3.0,2.0,150.0,Jardines del Valle,Zapopan,House,116.66666666666667,0.6666666666666666,10k-20k
,17500,3.0,2.0,150.0,Jardines del Valle,Zapopan,House,116.66666666666667,0.6666666666666666,10k-20k
,36000,3.0,1.0,150.0,Fraccionamiento Puerta del Valle,Zapopan,Department,240.0,0.3333333333333333,30k-40k
Calle Mar  Mediterráneo 1254,27500,2.0,2.0,151.0,Valle Real,Zapopan,Department,182.11920529801324,1.0,20k-30k
,18000,3.0,2.0,151.0,El Fortín,Zapopan,House,119.20529801324503,0.6666666666666666,10k-20k
PASEO LOMAS ALTAS 4777,38000,3.0,4.0,151.0,Lomas Altas,Zapopan,Department,251.65562913907286,1.3333333333333333,30k-40k
AVENIDA DEL BAJÍO 1700,38000,3.0,1.0,151.0,Lomas Altas,Zapopan,Department,251.65562913907286,0.3333333333333333,30k-40k
VIDRIO 1984,38000,3.0,4.0,151.0,Lomas Altas,Zapopan,Department,251.65562913907286,1.3333333333333333,30k-40k
,38000,3.0,4.0,151.0,Lomas Altas,Zapopan,Department,251.65562913907286,1.3333333333333333,30k-40k
Boulevard Valle Imperial,26000,4.0,4.0,152.0,Punto Sur,Tlajomulco de Zúñiga,House,171.05263157894737,1.0,20k-30k
"Av. Aviación 59, San Juan de Ocotán, 45019 Zapopan, Jal",26000,4.0,4.0,152.0,Punto Sur,Tlajomulco de Zúñiga,House,171.05263157894737,1.0,20k-30k
ALARA MONTEVIDEO 3070,35000,3.0,2.0,152.0,Providencia,Guadalajara,Department,230.26315789473685,0.6666666666666666,30k-40k
Mar Blanco,26000,4.0,4.0,153.0,Fraccionamiento Lomas Del Country,Guadalajara,House,169.9346405228758,1.0,20k-30k
,29000,3.0,4.0,153.0,Fraccionamiento Solares,Zapopan,House,189.54248366013073,1.3333333333333333,20k-30k
AV. CAMINO DE LOS PARQUES 3363 MD INT 2 ,14000,3.0,3.0,154.0,San Isidro,Zapopan,House,90.9090909090909,1.0,10k-20k
Francisco Zarco 2342,32000,3.0,5.0,154.0,Valle Real,Zapopan,House,207.7922077922078,1.6666666666666667,30k-40k
MAR EGEO 1442,35000,1.0,3.0,154.0,Americana,Guadalajara,Department,227.27272727272728,3.0,30k-40k
,30000,3.0,3.0,155.0,Fraccionamiento Solares,Zapopan,House,193.5483870967742,1.0,20k-30k
Santa Monica 170,28500,3.0,2.0,156.0,Jardines de La Patria,Zapopan,Department,182.69230769230768,0.6666666666666666,20k-30k
Aranjuez 48,25000,3.0,2.0,156.0,Fraccionamiento Del Pilar Residencial,Tlajomulco de Zúñiga,House,160.25641025641025,0.6666666666666666,20k-30k
Paseo Solares #1333,25000,3.0,3.0,157.0,San Juan de Ocotan,Zapopan,House,159.23566878980893,1.0,20k-30k
anillo Periferico pte 1066,45000,3.0,2.0,157.0,Jardines Universidad,Zapopan,Department,286.62420382165607,0.6666666666666666,40k-50k
Departamento EN Renta Parque Metropolitano 7 Zapopan Jalisco,21500,3.0,2.0,157.0,Zapopan,Other,Department,136.94267515923568,0.6666666666666666,20k-30k
Av. Cruz del sur,25000,3.0,3.0,157.0,Fraccionamiento Solares,Zapopan,House,159.23566878980893,1.0,20k-30k
,26500,4.0,5.0,157.0,Fraccionamiento Solares,Zapopan,House,168.78980891719746,1.25,20k-30k
"Av. Universidad 2705, int 96",28500,3.0,5.0,157.0,Fraccionamiento Solares,Zapopan,House,181.52866242038218,1.6666666666666667,20k-30k
Valle de las Gladiolas 156,8500,3.0,2.0,157.0,Fraccionamiento Valle de las Flores,Tlajomulco de Zúñiga,House,54.140127388535035,0.6666666666666666,0-10k
Av universidad  1000,19500,3.0,3.0,157.0,Jardines Del Sol,Zapopan,Department,124.20382165605096,1.0,10k-20k
PRIVANZA ,28000,4.0,4.0,157.0,Fraccionamiento Solares,Zapopan,House,178.343949044586,1.0,20k-30k
Vista sur ,21000,3.0,2.0,157.0,Fraccionamiento La Cima,Zapopan,House,133.7579617834395,0.6666666666666666,20k-30k
paseo valle real 4000,35000,2.0,2.0,158.0,Valle Real,Zapopan,Department,221.51898734177215,1.0,30k-40k
"Paseo del Origen 601 32 , El Origen , 45645 Tlajomulco de Zúñiga, Jalisco, México",13500,2.0,2.0,159.0,Fraccionamiento Villa California,Tlajomulco de Zúñiga,House,84.90566037735849,1.0,10k-20k
,13500,2.0,2.0,159.0,Fraccionamiento Villa California,Tlajomulco de Zúñiga,House,84.90566037735849,1.0,10k-20k
Calle Mar Mediterráneo 1254,33000,2.0,2.0,159.0,Americana,Guadalajara,Department,207.54716981132074,1.0,30k-40k
montevideo 2704,35000,3.0,2.0,160.0,Providencia,Guadalajara,Department,218.75,0.6666666666666666,30k-40k
,29000,2.0,2.0,160.0,Valle Real,Zapopan,Department,181.25,1.0,20k-30k
Circunvalación División del Norte 2009,35000,3.0,1.0,160.0,Fraccionamiento Jardines Del Country,Guadalajara,House,218.75,0.3333333333333333,30k-40k
Bv. Valle Imperial ,18500,4.0,4.0,160.0,Fraccionamiento Valle Imperial,Zapopan,House,115.625,1.0,10k-20k
Hidalgo residences,29000,1.0,1.0,160.0,Valle Real,Zapopan,Department,181.25,1.0,20k-30k
,10500,3.0,3.0,160.0,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,House,65.625,1.0,10k-20k
AV VOLCAN TANCITARO 2236,18000,4.0,2.0,160.0,Casa Fuerte,Tlajomulco de Zúñiga,House,112.5,0.5,10k-20k
empresarios 87,45000,3.0,3.0,160.0,Puerta de Hierro,Zapopan,Department,281.25,1.0,40k-50k
Av. A. López Mateos Sur,28000,3.0,4.0,160.0,Parque de La Castellana,Zapopan,House,175.0,1.3333333333333333,20k-30k
Paseo del Anochecer,45000,4.0,5.0,160.0,Fraccionamiento Solares,Zapopan,House,281.25,1.25,40k-50k
"Francisco Montes de Oca 3630, Col. El fortín, Zapopan, Jalisco ",19000,4.0,3.0,160.0,La Perla,Guadalajara,House,118.75,0.75,10k-20k
,23800,3.0,3.0,160.0,Fraccionamiento Valle Imperial,Zapopan,House,148.75,1.0,20k-30k
"P.º Solares, Solares Residencial, Zapopan, Jal",47000,3.0,3.0,160.0,Fraccionamiento Colomos Providencia,Guadalajara,House,293.75,1.0,40k-50k
Hipódromo  2019,45000,3.0,3.0,160.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,281.25,1.0,40k-50k
CALLE VIGIA DOS #102,16000,3.0,4.0,160.0,Casa Fuerte,Tlajomulco de Zúñiga,House,100.0,1.3333333333333333,10k-20k
Fray Junípero Serra,10500,3.0,1.0,160.0,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,House,65.625,0.3333333333333333,10k-20k
av acueducto 2380,29000,2.0,2.0,160.0,Valle Real,Zapopan,Department,181.25,1.0,20k-30k
Zapote del Valle,19500,3.0,2.0,160.0,Fraccionamiento La Cima,Zapopan,House,121.875,0.6666666666666666,10k-20k
Av. Experiencia,10500,3.0,2.0,160.0,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,House,65.625,0.6666666666666666,10k-20k
,18000,3.0,2.0,160.0,Fraccionamiento Valle Imperial,Zapopan,House,112.5,0.6666666666666666,10k-20k
VALLE DE ATEMAJAC 2445,17000,3.0,2.0,160.0,Valle Real,Zapopan,Department,106.25,0.6666666666666666,10k-20k
Paseo del Anochecer,45000,4.0,5.0,160.0,Fraccionamiento Solares,Zapopan,Department,281.25,1.25,40k-50k
Nueva Galicia,16000,3.0,2.0,160.0,Casa Fuerte,Tlajomulco de Zúñiga,House,100.0,0.6666666666666666,10k-20k
Av Acueducto 1060,23000,4.0,3.0,160.0,Fraccionamiento Valle Imperial,Zapopan,House,143.75,0.75,20k-30k
Cto. Baluarte 0,25000,3.0,2.0,160.0,Bosques Vallarta,Zapopan,House,156.25,0.6666666666666666,20k-30k
"Hacienda del lago, Hacienda Real Tonala ",25000,3.0,2.0,160.0,Punto Sur,Tlajomulco de Zúñiga,House,156.25,0.6666666666666666,20k-30k
,50000,3.0,3.0,160.0,Providencia,Guadalajara,Department,312.5,1.0,40k-50k
POPOCATEPTL 3256,25500,3.0,2.0,160.0,Ciudad Del Sol,Zapopan,Department,159.375,0.6666666666666666,20k-30k
Av Circunvalacion Medas 1216,4500,4.0,3.0,160.0,Nuevo México,Zapopan,House,28.125,0.75,0-10k
Paseo Valle Real,42000,3.0,2.0,161.0,Valle Real,Zapopan,Department,260.8695652173913,0.6666666666666666,40k-50k
,29000,4.0,4.0,162.0,Fraccionamiento Solares,Zapopan,House,179.01234567901236,1.0,20k-30k
Coto Cadiz 0,14000,3.0,2.0,162.0,La Tijera,Tlajomulco de Zúñiga,House,86.41975308641975,0.6666666666666666,10k-20k
Departamento en Renta Altamira (torre Zhenka),25000,2.0,2.0,163.0,San Juan de Ocotan,Zapopan,Department,153.37423312883436,1.0,20k-30k
Jardines de Guadalupe,32000,3.0,2.0,163.0,Providencia,Guadalajara,Department,196.31901840490798,0.6666666666666666,30k-40k
Turmalina,24000,3.0,5.0,164.0,Jardines Del Sol,Zapopan,House,146.34146341463415,1.6666666666666667,20k-30k
,25000,3.0,2.0,164.0,Arcos Vallarta,Guadalajara,House,152.4390243902439,0.6666666666666666,20k-30k
Av. Central Guillermo Gonzalez Camarena #500,24000,3.0,2.0,164.0,Prados de Providencia,Guadalajara,Department,146.34146341463415,0.6666666666666666,20k-30k
,24000,3.0,5.0,164.0,Jardines Del Sol,Zapopan,House,146.34146341463415,1.6666666666666667,20k-30k
CERRADA DEL LABRADOR #1,32000,4.0,4.0,164.0,Mezquitan,Guadalajara,House,195.1219512195122,1.0,30k-40k
"Paseo del Cielo 1, El Palomar, 45640 Jal.",24000,3.0,5.0,164.0,Jardines Del Sol,Zapopan,House,146.34146341463415,1.6666666666666667,20k-30k
Alta California La Quinta  al 7001,26000,3.0,2.0,165.0,Fraccionamiento Mirador de San Isidro,Zapopan,House,157.57575757575756,0.6666666666666666,20k-30k
Valle Imperial,17800,3.0,2.0,165.0,Fraccionamiento Valle Imperial,Zapopan,House,107.87878787878788,0.6666666666666666,10k-20k
Av. Cruz del sur,25000,3.0,3.0,165.0,Fraccionamiento Valle Imperial,Zapopan,House,151.5151515151515,1.0,20k-30k
Isla del Coco 2426,28500,3.0,3.0,165.0,Bosques Vallarta,Zapopan,House,172.72727272727272,1.0,20k-30k
LA PALMA 15 17,26000,3.0,4.0,165.0,Zapopan,Other,House,157.57575757575756,1.3333333333333333,20k-30k
,24900,2.0,2.0,165.0,Ciudad Bugambilia,Zapopan,House,150.9090909090909,1.0,20k-30k
av Paseo del Anochecer 1058,31000,4.0,4.0,165.0,Fraccionamiento Valle Esmeralda,Zapopan,House,187.87878787878788,1.0,30k-40k
PASEO LOMAS ALTAS 4777,30000,3.0,2.0,165.0,Providencia,Guadalajara,Department,181.8181818181818,0.6666666666666666,20k-30k
BULEVAR BOSQUES DE SANTA ANITA ,24500,3.0,3.0,165.0,Fraccionamiento Valle Imperial,Zapopan,House,148.4848484848485,1.0,20k-30k
LOS NARANJOS 364,25500,2.0,2.0,165.0,Fraccionamiento Valle Imperial,Zapopan,House,154.54545454545453,1.0,20k-30k
Asuncion 1985,30000,3.0,2.0,165.0,Providencia,Guadalajara,Department,181.8181818181818,0.6666666666666666,20k-30k
Nápoles 2837 ,35000,2.0,2.0,165.0,Americana,Guadalajara,Department,212.12121212121212,1.0,30k-40k
DEL DOLMEN,28500,4.0,4.0,165.0,Bosques Vallarta,Zapopan,House,172.72727272727272,1.0,20k-30k
Sao Paulo ,34000,3.0,2.0,165.0,Puerta de Hierro,Zapopan,Department,206.06060606060606,0.6666666666666666,30k-40k
Coto 3 Circuito de Los Laureles  346,17800,3.0,2.0,166.0,Fraccionamiento Valle Imperial,Zapopan,House,107.2289156626506,0.6666666666666666,10k-20k
,45000,3.0,2.0,166.0,Prados de Providencia,Guadalajara,Department,271.0843373493976,0.6666666666666666,40k-50k
,17800,3.0,4.0,166.0,Fraccionamiento Valle Imperial,Zapopan,House,107.2289156626506,1.3333333333333333,10k-20k
Provincia de Alicante 12,17800,3.0,2.0,166.0,Fraccionamiento Valle Imperial,Zapopan,House,107.2289156626506,0.6666666666666666,10k-20k
Av. Ecónomos  6843 2,26500,3.0,2.0,166.0,Arcos de Guadalupe,Zapopan,Department,159.63855421686748,0.6666666666666666,20k-30k
"P.º de los Virreyes 250, Puerta de Hierro, 45116 Zapopan, Jal.",45000,3.0,2.0,166.0,Prados de Providencia,Guadalajara,Department,271.0843373493976,0.6666666666666666,40k-50k
,17800,3.0,7.0,166.0,Fraccionamiento Valle Imperial,Zapopan,House,107.2289156626506,2.3333333333333335,10k-20k
Prolongación Jesús 3870,32000,3.0,1.0,167.0,Providencia,Guadalajara,Department,191.61676646706587,0.3333333333333333,30k-40k
"""Privanza Senda",19000,4.0,3.0,167.0,Fraccionamiento Jardines de Santa Isabel,Guadalajara,House,113.77245508982035,0.75,10k-20k
Calle Barlovento 2829,45000,3.0,2.0,167.0,Santa Margarita Residencial,Zapopan,Department,269.4610778443114,0.6666666666666666,40k-50k
,45000,3.0,2.0,167.0,Santa Margarita Residencial,Zapopan,Department,269.4610778443114,0.6666666666666666,40k-50k
Av Adolfo López Mateos Nte 1072A,32000,3.0,2.0,167.0,Providencia,Guadalajara,Department,191.61676646706587,0.6666666666666666,30k-40k
"Juan Palomar y Arias 765. Col. Prados Providencia. Guadalajara, Jalisco.",36500,3.0,3.0,167.0,Providencia,Guadalajara,Department,218.562874251497,1.0,30k-40k
Tonatiuh 223,24000,3.0,2.0,168.0,Fraccionamiento Solares,Zapopan,House,142.85714285714286,0.6666666666666666,20k-30k
,45000,2.0,3.0,168.0,Parque Metropolitano,Zapopan,House,267.85714285714283,1.5,40k-50k
,15000,3.0,3.0,168.0,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,House,89.28571428571429,1.0,10k-20k
,24000,3.0,3.0,168.0,Valle Real,Zapopan,House,142.85714285714286,1.0,20k-30k
,53000,2.0,1.0,169.0,Puerta de Hierro,Zapopan,Department,313.6094674556213,0.5,50k-70k
MONTEVIDEO 3070,39900,3.0,3.0,169.0,Providencia,Guadalajara,Department,236.09467455621302,1.0,30k-40k
"Fracc. La Rioja, Los Gavilanes",26650,3.0,3.0,169.0,La Rioja,Tlajomulco de Zúñiga,House,157.69230769230768,1.0,20k-30k
Juan palomar y arias 546 INT 2,40000,3.0,3.0,169.0,Providencia,Guadalajara,Department,236.68639053254438,1.0,30k-40k
Paseo Solares # 1632,33000,4.0,4.0,169.0,Fraccionamiento Solares,Zapopan,House,195.2662721893491,1.0,30k-40k
Lateral anillo periférico 800,17000,3.0,1.0,169.0,Valle Real,Zapopan,Department,100.59171597633136,0.3333333333333333,10k-20k
Av. Adolfo López Mateos Sur 4255,40000,3.0,2.0,169.0,Providencia,Guadalajara,Department,236.68639053254438,0.6666666666666666,30k-40k
"Blvrd Puerta de Hierro 5065, Puerta de Hierro,  Zapopan, Jal.",53000,2.0,2.0,169.0,Puerta de Hierro,Zapopan,Department,313.6094674556213,1.0,50k-70k
OSCAR WILDE 6108 B,40000,3.0,1.0,169.0,Providencia,Guadalajara,Department,236.68639053254438,0.3333333333333333,30k-40k
Diagonal Manuel Cambre 2235,26000,2.0,2.0,170.0,Fraccionamiento Lomas Del Country,Guadalajara,Department,152.94117647058823,1.0,20k-30k
Av. Aviación,42000,3.0,3.0,170.0,Fraccionamiento Solares,Zapopan,House,247.05882352941177,1.0,40k-50k
Nápoles 2837 ,26000,3.0,3.0,170.0,Providencia,Guadalajara,Department,152.94117647058823,1.0,20k-30k
Otranto 3876,28200,1.0,2.0,170.0,Lomas de Guadalupe,Zapopan,House,165.88235294117646,2.0,20k-30k
Anillo Periferico norte 1066,26000,3.0,2.0,170.0,Providencia,Guadalajara,Department,152.94117647058823,0.6666666666666666,20k-30k
PASEO DE LA LUNA 155,50000,3.0,2.0,170.0,Providencia,Guadalajara,House,294.11764705882354,0.6666666666666666,40k-50k
,17500,4.0,2.0,170.0,Fraccionamiento Senderos de Monte Verde,Tlajomulco de Zúñiga,House,102.94117647058823,0.5,10k-20k
blvd. del rodeo 1001,50000,2.0,2.0,170.0,Puerta de Hierro,Zapopan,Department,294.11764705882354,1.0,40k-50k
Andres Teran 1165,20000,2.0,2.0,170.0,Las Cañadas,Zapopan,Department,117.6470588235294,1.0,10k-20k
comerciantes,17500,4.0,2.0,170.0,Fraccionamiento Senderos de Monte Verde,Tlajomulco de Zúñiga,House,102.94117647058823,0.5,10k-20k
MORELOS 2080,56000,1.0,1.0,170.0,Puerta de Hierro,Zapopan,Department,329.4117647058824,1.0,50k-70k
,29000,3.0,3.0,170.0,Fraccionamiento Solares,Zapopan,House,170.58823529411765,1.0,20k-30k
,47000,2.0,2.0,170.0,Prados de Providencia,Guadalajara,Department,276.47058823529414,1.0,40k-50k
Acueducto 6075,26000,2.0,2.0,170.0,Ayuntamiento,Guadalajara,Department,152.94117647058823,1.0,20k-30k
Blvrd Puerta de Hierro 5225,40000,2.0,2.0,170.0,Puerta de Hierro,Zapopan,Department,235.2941176470588,1.0,30k-40k
Boulevard Valle Real 4000,48000,3.0,3.0,170.0,Valle Real,Zapopan,Department,282.3529411764706,1.0,40k-50k
Coto Antara,17000,3.0,3.0,173.0,Fraccionamiento Jardines Alcalde,Guadalajara,House,98.26589595375722,1.0,10k-20k
CAMINO A LA CUESTA 601 46,21000,3.0,4.0,174.0,Fraccionamiento Valle Imperial,Zapopan,House,120.6896551724138,1.3333333333333333,20k-30k
,32000,2.0,3.0,175.0,Providencia,Guadalajara,Department,182.85714285714286,1.5,30k-40k
Av. Acueducto 2380,45000,3.0,2.0,175.0,Valle Real,Zapopan,Department,257.14285714285717,0.6666666666666666,40k-50k
Avenida del Reno Poniente,22000,4.0,3.0,175.0,Nuevo México,Zapopan,House,125.71428571428571,0.75,20k-30k
VALLE DE LA PLATA 2589,30000,4.0,4.0,176.0,Ciudad Granja,Zapopan,House,170.45454545454547,1.0,20k-30k
Calle Macarena 105,19500,4.0,2.0,176.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,110.79545454545455,0.5,10k-20k
"Av. Paseo La Toscana 122, Valle Real, 45019 Zapopan, Jal.",34000,1.0,2.0,177.0,Fraccionamiento Colinas de San Javier,Guadalajara,Department,192.090395480226,2.0,30k-40k
Paseo Valle Real 900,38000,2.0,3.0,177.0,Providencia,Guadalajara,Department,214.68926553672316,1.5,30k-40k
"Av. Hidalgo, Ladrón de Guevara, Guadalajara, Fraccionamiento Ladrón de Guevara, Guadalajara",38000,2.0,2.0,177.0,Providencia,Guadalajara,Department,214.68926553672316,1.0,30k-40k
,14500,3.0,3.0,177.0,Fraccionamiento Senderos de Monte Verde,Tlajomulco de Zúñiga,House,81.92090395480226,1.0,10k-20k
amatista 2558,7799,3.0,1.0,177.0,Fraccionamiento Residencial Victoria,Zapopan,Department,44.06214689265537,0.3333333333333333,0-10k
Hipodromo 2077 B-102,40000,3.0,3.0,177.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,225.98870056497177,1.0,30k-40k
,38000,2.0,2.0,177.0,Providencia,Guadalajara,Department,214.68926553672316,1.0,30k-40k
Ignacio L Vallarta 3300 colonia Vallarta norte ,42000,3.0,2.0,178.0,Vallarta Sur,Guadalajara,Department,235.95505617977528,0.6666666666666666,40k-50k
"Calle Cto. Madrigal 1151, Colinas de San Javier",35000,3.0,3.0,180.0,Lomas del Valle,Guadalajara,Department,194.44444444444446,1.0,30k-40k
rinconada del arroyo 1501 1 1,26000,2.0,2.0,180.0,Valle Real,Zapopan,Department,144.44444444444446,1.0,20k-30k
Lino 898,25000,3.0,2.0,180.0,Americana,Guadalajara,House,138.88888888888889,0.6666666666666666,20k-30k
CIRCUITO MADRIGAL 4091,25000,3.0,3.0,180.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,138.88888888888889,1.0,20k-30k
Avenida Labna 1437,59000,3.0,2.0,180.0,Puerta de Hierro,Zapopan,Department,327.77777777777777,0.6666666666666666,50k-70k
Josefa Ortíz de Domínguez 152,59000,3.0,2.0,180.0,Puerta de Hierro,Zapopan,Department,327.77777777777777,0.6666666666666666,50k-70k
Mar mediterreaneo 1103,33000,3.0,3.0,180.0,Country Club,Guadalajara,Department,183.33333333333334,1.0,30k-40k
Hilario Perez de Leon 2769,18300,3.0,2.0,180.0,Jardines de los Arcos,Guadalajara,House,101.66666666666667,0.6666666666666666,10k-20k
,33000,3.0,2.0,180.0,Providencia 4a Secc,Guadalajara,Department,183.33333333333334,0.6666666666666666,30k-40k
"Juan Palomar y Arias 765, Prados Providencia, Prados de Providencia, Guadalajara",28000,3.0,4.0,180.0,Chapalita Sur,Zapopan,Department,155.55555555555554,1.3333333333333333,20k-30k
Tenochtitlan 333,25900,4.0,2.0,180.0,Jardines Del Sol,Zapopan,House,143.88888888888889,0.5,20k-30k
,50000,3.0,3.0,180.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,277.77777777777777,1.0,40k-50k
,59000,3.0,3.0,180.0,Puerta de Hierro,Zapopan,Department,327.77777777777777,1.0,50k-70k
"CHIMALPOPOCA 480, COL. JARDINES DEL SOL",25000,3.0,2.0,180.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,138.88888888888889,0.6666666666666666,20k-30k
Paseo Solares 2175,32500,4.0,4.0,180.0,Fraccionamiento Solares,Zapopan,House,180.55555555555554,1.0,30k-40k
calle puente el Palomar 400,35000,2.0,2.0,180.0,Country Club,Guadalajara,Department,194.44444444444446,1.0,30k-40k
